"1100","100","167","10"
"1100","100","168","10"
"1100","100","169","10"
"1100","100","170","10"
"1100","100","171","10"
"1100","100","172","10"
"1100","100","173","10"
"1100","100","174","10"
"1100","100","175","10"
"1100","100","176","10"
"1100","100","177","10"
"1100","100","178","10"
"1100","100","179","10"
"1100","100","180","10"
"1100","100","181","10"
"1100","100","182","10"
"1100","100","183","10"
"1100","100","184","10"
"1100","100","185","10"
"1100","100","186","10"
"1100","100","187","10"
"1100","100","188","10"
"1100","100","189","10"
"1100","100","190","10"
"1100","100","191","10"
"1100","100","192","10"
"1100","100","193","10"
"1100","100","194","10"
"1101","1","1","10"
"1101","1","2","0"
"1101","1","3","10"
"1101","1","4","0"
"1101","1","5","10"
"1101","1","6","0"
"1101","1","7","0"
"1101","1","8","0"
"1101","1","9","10"
"1101","1","10","10"
"1101","2","1","10"
"1101","2","2","0"
"1101","2","3","10"
"1101","2","4","0"
"1101","2","5","10"
"1101","2","6","0"
"1101","2","7","0"
"1101","2","8","0"
"1101","2","9","10"
"1101","2","10","10"
"1101","3","1","10"
"1101","3","2","0"
"1101","3","3","10"
"1101","3","4","0"
"1101","3","5","10"
"1101","3","6","10"
"1101","3","7","0"
"1101","3","8","0"
"1101","3","9","10"
"1101","3","10","10"
"1101","4","1","10"
"1101","4","2","0"
"1101","4","3","10"
"1101","4","4","0"
"1101","4","5","10"
"1101","4","6","10"
"1101","4","7","10"
"1101","4","8","0"
"1101","4","9","10"
"1101","4","10","10"
"1101","5","1","10"
"1101","5","2","0"
"1101","5","3","10"
"1101","5","4","0"
"1101","5","5","10"
"1101","5","6","10"
"1101","5","7","10"
"1101","5","8","0"
"1101","5","9","10"
"1101","5","10","10"
"1101","6","1","10"
"1101","6","2","0"
"1101","6","3","10"
"1101","6","4","0"
"1101","6","5","10"
"1101","6","6","10"
"1101","6","7","10"
"1101","6","8","10"
"1101","6","9","10"
"1101","6","10","10"
"1101","6","157","0"
"1102","6","158","0"
"1103","6","159","0"
"1104","6","160","0"
"1200","0","0","0"
"1200","1","3000","0"
"1200","2","0","0"
"1200","3","0","0"
"1200","4","3000","0"
"1200","5","3000","0"
"1200","6","10000","0"
"1200","7","10000","0"
"1200","8","10000","0"
"1200","9","10000","0"
"1200","10","3000","0"
"1200","11","3000","0"
"1300","0","0","70"
"1300","0","1","25"
"1300","0","2","4"
"1300","0","3","1"
"1300","0","8","0"
"1300","0","9","0"
"1300","0","10","0"
"1300","1","0","70"
"1300","1","1","25"
"1300","1","2","4"
"1300","1","3","1"
"1300","1","8","0"
"1300","1","9","0"
"1300","1","10","0"
"1300","2","0","70"
"1300","2","1","25"
"1300","2","2","4"
"1300","2","3","1"
"1300","2","8","0"
"1300","2","9","0"
"1300","2","10","0"
"1300","3","0","70"
"1300","3","1","25"
"1300","3","2","4"
"1300","3","3","1"
"1300","3","8","0"
"1300","3","9","0"
"1300","3","10","0"
"1300","4","0","70"
"1300","4","1","25"
"1300","4","2","4"
"1300","4","3","1"
"1300","4","8","0"
"1300","4","9","0"
"1300","4","10","0"
"1300","5","0","70"
"1300","5","1","25"
"1300","5","2","4"
"1300","5","3","1"
"1300","5","8","0"
"1300","5","9","0"
"1300","5","10","0"
"1300","6","0","0"
"1300","6","1","0"
"1300","6","2","0"
"1300","6","3","0"
"1300","6","8","0"
"1300","6","9","100"
"1300","6","10","0"
"1300","7","0","0"
"1300","7","1","0"
"1300","7","2","0"
"1300","7","3","0"
"1300","7","8","0"
"1300","7","9","100"
"1300","7","10","0"
"1300","8","0","0"
"1300","8","1","0"
"1300","8","2","0"
"1300","8","3","0"
"1300","8","8","100"
"1300","8","9","0"
"1300","8","10","0"
"1300","9","0","0"
"1300","9","1","0"
"1300","9","2","0"
"1300","9","3","0"
"1300","9","8","100"
"1300","9","9","0"
"1300","9","10","0"
"1300","10","0","0"
"1300","10","1","50"
"1300","10","2","15"
"1300","10","3","10"
"1300","10","8","0"
"1300","10","9","0"
"1300","10","10","0"
"1300","11","0","0"
"1300","11","1","50"
"1300","11","2","15"
"1300","11","3","10"
"1300","11","8","0"
"1300","11","9","0"
"1300","11","10","0"
"1400","0","300","0"
"1400","1","300","0"
"1400","2","300","0"
"1400","3","300","0"
"1400","4","300","0"
"1400","5","1000","0"
"1400","6","2500","0"
"1400","7","2500","0"
"1400","8","5000","0"
"1400","9","5000","0"
"1400","10","1000","0"
"1400","11","1000","0"
"2000","400","0","0"
"3000","20000","0","0"
"4000","300","0","0"
"4100","1000","0","0"
"5000","500","0","0"
"5001","500","0","0"
"5002","500","0","0"
"5003","500","0","0"
"5004","2000","0","0"
